clientid,clientsecret,PickupIATA,Pickup,PZip,Pcountry,Pcity,plat,plong,DropIATA,Daddress,Dzip,Dcountry,Dcity,dLat,dlong
uktest,dGVzdF9jbGllbnQ=,,High St  37,NG33 4BQ,GB,Ropsley,52.8966756,-0.5244817,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974
pincode,dGVzdF9jbGllbnQ=,EMA,East Midlands Airport,NG33 4BQ,GB,Nottingham,52.83333006,-1.316669974,,High St  37,NG33 4BQ,GB,Ropsley,52.8966756,-0.5244817
uktest,dGVzdF9jbGllbnQ=,,High St  37,NG33 4BQ,GB,Ropsley,52.8966756,-0.5244817,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974
pincode,dGVzdF9jbGllbnQ=,EMA,East Midlands Airport,NG33 4BQ,GB,Nottingham,52.83333006,-1.316669974,,High St  37,NG33 4BQ,GB,Ropsley,52.8966756,-0.5244817
uktest,dGVzdF9jbGllbnQ=,,High St  37,NG33 4BQ,GB,Ropsley,52.8966756,-0.5244817,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974
pincode,dGVzdF9jbGllbnQ=,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974,,High St  37,NG33 4BQ,GB,Ropsley,52.8966756,-0.5244817
uktest,dGVzdF9jbGllbnQ=,,High St  37,NG33 4BQ,GB,Ropsley,52.8966756,-0.5244817,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974
pincode,dGVzdF9jbGllbnQ=,EMA,East Midlands Airport,,GB,Nottingham,52.83333006,-1.316669974,,High St  37,NG33 4BQ,GB,Ropsley,52.8966756,-0.5244817
uktest,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,1150 22nd Street N.W.    Washington Dc 20037,,US,Washington (dc),38.90447064,-77.04876856
pincode,dGVzdF9jbGllbnQ=,,K St NW  2000,20006,US,Washington,38.9020935,-77.0452025,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734
uktest,dGVzdF9jbGllbnQ=,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398,,No.257 Fuzhou Road Huang Pu District Shanghai,,CN,Shanghai,31.23666464,121.4797365
pincode,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368,,Via Dell Orso 7  Milan  20121  Europe  Italy,,IT,Milan,45.469044,9.186698349
uktest,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368,,Via Dell'Orso 7,,IT,Milan Area,45.46908157,9.186969849
pincode,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,E Wacker Dr  75,60601,US,Chicago,41.8876665,-87.6255356
uktest,dGVzdF9jbGllbnQ=,,Canal St  4,NG1 7EH,GB,Nottingham,52.9482785,-1.1501503,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
pincode,dGVzdF9jbGllbnQ=,BOS,Harborside Dr  1,2128,US,Boston,42.3656132,-71.0095602,,Federal St  1,1821,US,Billerica,42.5448265,-71.2817281
uktest,dGVzdF9jbGllbnQ=,CWL,Cardiff Airport,,GB,Cardiff,51.4000012,-3.349999894,,Canynge Road  Bristol BS8 3JX  UK,BS8 3JX,GB,Bristol,51.4583503,-2.6213692
pincode,dGVzdF9jbGllbnQ=,SEA,Seattle Tacoma Intl Airport,,US,Seattle,47.45000035,-122.3000012,,Beaver Creek Ln  3798,98236,US,Clinton,47.964793,-122.409157
uktest,dGVzdF9jbGllbnQ=,SEA,Seattle Tacoma Intl Airport,,US,Seattle,47.45000035,-122.3000012,,Possession Sound  Mukilteo Ferry  Washington 525  Mukilteo  WA  USA,98275,US,Mukilteo,47.9404991,-122.3057252
pincode,dGVzdF9jbGllbnQ=,FCO,Fiumicino Airport,,IT,Rome,41.80027961,12.23888962,,Viale dell'Oceano Pacifico  153,144,IT,Roma,41.8215996,12.4583374
uktest,dGVzdF9jbGllbnQ=,FCO,Fiumicino Airport,,IT,Rome,41.80027961,12.23888962,,Viale dell'Oceano Pacifico  153,144,IT,Roma,41.8215996,12.4583374
pincode,dGVzdF9jbGllbnQ=,,Jumeirah Beach Residence  The Walk,,AE,Dubai,25.08009263,55.13594734,,Al Bateen Marina,,AE,Abu Dhabi,24.45224115,54.33705768
uktest,dGVzdF9jbGllbnQ=,,Caxton St  2,SW1H 0QW,GB,London,51.4991371,-0.1344175,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
pincode,dGVzdF9jbGllbnQ=,,Jumeirah Beach Residence  The Walk,,AE,Dubai,25.08009263,55.13594734,,Al Bateen Marina,,AE,Abu Dhabi,24.45224115,54.33705768
uktest,dGVzdF9jbGllbnQ=,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398,,Nanjing W Rd  399?,200003,CN,,31.230711,121.469886
pincode,dGVzdF9jbGllbnQ=,,Station Rd E  4,NG31 6HX,GB,Grantham,52.9061003,-0.6407559,,Mars UK  Freeby Lane  Melton Mowbray  UK,LE14 4RS,GB,Melton Mowbray,52.8011139,-0.8091356
uktest,dGVzdF9jbGllbnQ=,FCO,Fiumicino Airport,,IT,Rome,41.80027961,12.23888962,,Viale Oceano Pacifico 153  Rome 00144  Italy,,IT,Rome,41.82183568,12.45859631
pincode,dGVzdF9jbGllbnQ=,,Wilrijkstraat  10,2650,BE,Edegem,51.157693,4.4108109,,Brussels Midi Station,,BE,Brussels,50.83646962,4.334916161
uktest,dGVzdF9jbGllbnQ=,,Gare du Nord  Paris  France,75010,FR,Paris,48.882259,2.357695,,36-38 Avenue Des Champs Pierreux,,FR,Paris,48.88812059,2.213000074
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,75010,FR,Paris,48.88082936,2.355279958,,36-38 Avenue Des Champs Pierreux,,FR,Paris,48.88812059,2.213000074
uktest,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,75010,FR,Paris,48.88082936,2.355279958,,36-38 Avenue Des Champs Pierreux,,FR,Paris,48.88812059,2.213000074
pincode,dGVzdF9jbGllbnQ=,,101 Ocean Drive 33139 miami Beach ,,US,Miami Beach (fl),25.76919383,-80.13281753,MIA,Miami Intl Airport,,US,Miami,25.79999969,-80.28332758
uktest,dGVzdF9jbGllbnQ=,,Ocean Dr  101,33139,US,Miami Beach,25.7697042,-80.1324373,MIA,Miami Intl Airport,,US,Miami,25.79999969,-80.28332758
pincode,dGVzdF9jbGllbnQ=,,Trinity Street  Ch1 2bd  Chester  Great Britain,,GB,Chester,53.19102365,-2.895065966,,Church Road  Saughall  Chester CH1 6EN  UK,CH1 6EN,GB,Saughall,53.2239837,-2.9595127
uktest,dGVzdF9jbGllbnQ=,,Fleury-les-Aubrais  France,45400,FR,Fleury-les-Aubrais,47.9339567,1.9169628,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,192 Rue De La Croix Nivert    Paris 75015  France,,FR,Paris,48.83881004,2.289404918
uktest,dGVzdF9jbGllbnQ=,MRS,Provence Airport,,FR,Marseille,43.43666999,5.215000122,,1-6 Place Daviel  Marseille  France  13002,,FR,Marseille,43.29844745,5.369730801
pincode,dGVzdF9jbGllbnQ=,,Nauen railway station  Nauen  Germany,14641,DE,Nauen,52.6124246,12.8849244,,Behnitzer Dorfstraße 27-31 14641 Nauen,,DE,Nauen,52.58261089,12.73660977
uktest,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368,,Via Felice Cavallotti  123,27011,IT,Belgioioso,45.1564343,9.3129004
pincode,dGVzdF9jbGllbnQ=,,Via Felice Cavallotti  123,27011,IT,Belgioioso,45.1564343,9.3129004,MXP,Malpensa Airport,27011,IT,Milan,45.63000083,8.728610368
uktest,dGVzdF9jbGllbnQ=,FCO,Fiumicino Airport,,IT,Rome,41.80027961,12.23888962,,Viale dell'Oceano Pacifico  153,144,IT,Roma,41.8215996,12.4583374
pincode,dGVzdF9jbGllbnQ=,,1-6 Place Daviel  Marseille  France  13002,,FR,Marseille,43.29844745,5.369730801,MRS,Provence Airport,,FR,Marseille,43.43666999,5.215000122
uktest,dGVzdF9jbGllbnQ=,ATL,Hartsfield-jackson Int Airport,,US,Atlanta,33.64999929,-84.43333003,,1725 Pineland Drive,,US,Duluth (ga),33.94620068,-84.13110099
pincode,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,W Adams St  151,60603,US,Chicago,41.8791827,-87.6331146
uktest,dGVzdF9jbGllbnQ=,,W Adams St  151,60603,US,Chicago,41.8791827,-87.6331146,ORD,O Hare International Airport,60603,US,Chicago,41.97971892,-87.904439
pincode,dGVzdF9jbGllbnQ=,BSL,Basel Euroairport,,CH,Basel Mulhouse,47.58944891,7.530000107,,Rue Turenne  7,68000,FR,Colmar,48.073846,7.3582487
uktest,dGVzdF9jbGllbnQ=,LGW,Gatwick Airport,,GB,London,51.1499992,-0.183330001,,Weald Cl  23,RH13 6HE,GB,Horsham,51.0565689,-0.317146
pincode,dGVzdF9jbGllbnQ=,LGW,Gatwick Airport,,GB,London,51.1499992,-0.183330001,,Weald Cl  23,RH13 6HE,GB,Horsham,51.0565689,-0.317146
uktest,dGVzdF9jbGllbnQ=,JFK,John F Kennedy Intl Airport,,US,New York,40.63861128,-73.76193809,,East Putnam Avenue  Riverside  CT  USA,,US,Greenwich,41.0413985,-73.5810389
pincode,dGVzdF9jbGllbnQ=,JFK,John F Kennedy Intl Airport,,US,New York,40.63861128,-73.76193809,,East Putnam Avenue  Riverside  CT  USA,,US,Greenwich,41.0413985,-73.5810389
uktest,dGVzdF9jbGllbnQ=,,Place de l'Esplan  15,26130,FR,Saint-Paul-Trois-Châteaux,44.348323,4.7691788,LYS,Saint Exupery Airport,,FR,Lyon,45.72555859,5.081110058
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,52 Bis Rue Des Vinaigriers  Paris  France,,FR,Paris,48.87328542,2.35987198
uktest,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,320 North Dearborn Street • Chicago  Il 60654 · United States,,US,Chicago (il),41.8880851,-87.62951705
pincode,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,320 North Dearborn Street • Chicago  Il 60654 · United States,,US,Chicago (il),41.8880851,-87.62951705
uktest,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,320 North Dearborn Street • Chicago  Il 60654 · United States,,US,Chicago (il),41.8880851,-87.62951705
pincode,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,W Adams St  151,60603,US,Chicago,41.8791704,-87.633032
uktest,dGVzdF9jbGllbnQ=,,Londoner Bogen  10 - 90,66482,DE,Zweibrücken,49.2307052,7.4053696,FRA,Frankfurt Intl Airport,,DE,Frankfurt,50.04056133,8.556119917
pincode,dGVzdF9jbGllbnQ=,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398,,58 Mao Ming Nan Road  Shanghai 200020  China,,CN,Shanghai,31.22213341,121.4546697
uktest,dGVzdF9jbGllbnQ=,,1 Southgate Avenue    Melbourne 3006  Victoria Australia,,AU,Melbourne (vic),-37.8202874,144.9656152,MEL,Melbourne Airport,,AU,Melbourne,-37.67332905,144.8433001
pincode,dGVzdF9jbGllbnQ=,MCO,Orlando Intl Airport,,US,Orlando,28.41722061,-81.32499973,,110 Coronado Drive,,US,Clearwater Beach (fl),27.97496927,-82.82837901
uktest,dGVzdF9jbGllbnQ=,,Ch-3929 Taesch  Switzerland   ,,CH,Tasch,46.06620744,7.776166101,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
pincode,dGVzdF9jbGllbnQ=,,Boulevard des Chenats  7,45550,FR,Saint-Denis-de-l'Hôtel,47.8801563,2.1173304,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089
uktest,dGVzdF9jbGllbnQ=,,100-104 High Street,,GB,Crawley,51.11775047,-0.189770003,,57 North Street  Horsham west Sussex Rh12 1rb,,GB,Horsham,51.06670163,-0.319323003
pincode,dGVzdF9jbGllbnQ=,,Manchester Piccadilly Railway Station,,GB,Manchester,53.47739641,-2.230904988,,11 Station Road,,GB,Stockport,53.40702838,-2.162050065
uktest,dGVzdF9jbGllbnQ=,,Manchester Piccadilly Railway Station,,GB,Manchester,53.47739641,-2.230904988,,Pamir Drive,,GB,Ashton-under-lyne,53.48731043,-2.113930101
pincode,dGVzdF9jbGllbnQ=,,Ingliston  Edinburgh  Eh28 8au,,GB,Edinburgh,55.94363428,-3.374915997,,University Of Stirling,,GB,Stirling,56.14331486,-3.922440183
uktest,dGVzdF9jbGllbnQ=,,1 Brunswick Square Brindley Place,,GB,Birmingham,52.4767737,-1.914947054,,Welcome Break Service Area,,GB,Oxfordshire,51.73772674,-1.096113027
pincode,dGVzdF9jbGllbnQ=,,Lydiard Fields Great Western Way  Lydiard Fields  Swindon  Sn5 8uz,,GB,Swindon,51.54694248,-1.853049959,,Welcome Break Service Area,,GB,Oxfordshire,51.73772674,-1.096113027
uktest,dGVzdF9jbGllbnQ=,,Vangerowstrasse 16  D-69115 Heidelberg  69115,,DE,Heidelberg,49.40886104,8.672631845,FRA,Frankfurt Intl Airport,,DE,Frankfurt,50.04056133,8.556119917
pincode,dGVzdF9jbGllbnQ=,,Heidelberger Landstraße 351 64297 Darmstadt,,DE,Darmstadt,49.81184903,8.644032135,FRA,Frankfurt Intl Airport,,DE,Frankfurt,50.04056133,8.556119917
uktest,dGVzdF9jbGllbnQ=,,Place de l'Esplan  15,26130,FR,Saint-Paul-Trois-Châteaux,44.348323,4.7691788,LYS,Saint Exupery Airport,,FR,Lyon,45.72555859,5.081110058
pincode,dGVzdF9jbGllbnQ=,MCO,Orlando Intl Airport,,US,Orlando,28.41722061,-81.32499973,,110 Coronado Drive,,US,Clearwater Beach (fl),27.97496927,-82.82837901
uktest,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,1528 Commerce Ave,,US,Carlisle (pa),40.18468374,-77.22894212
pincode,dGVzdF9jbGllbnQ=,ATH,Athens Int E Venizelos Airport,,GR,Athens,37.93639037,23.94444049,,Tatoiou 227 Metamorfosi,,GR,Athens,38.07183643,23.75967534
uktest,dGVzdF9jbGllbnQ=,AMS,Schiphol Airport,,NL,Amsterdam,52.30806119,4.764170071,,Molenpoortstraat  12,7041 AE,NL,'s-Heerenberg,51.8752704,6.2435113
pincode,dGVzdF9jbGllbnQ=,,Canal St  4,NG1 7EH,GB,Nottingham,52.9482785,-1.1501503,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
uktest,dGVzdF9jbGllbnQ=,BOS,Harborside Dr  1,2128,US,Boston,42.3656132,-71.0095602,,270 Concord Road  Billerica  Billerica  01821,,US,Billerica (ma),42.53809713,-71.28316682
pincode,dGVzdF9jbGllbnQ=,BOS,Harborside Dr  1,2128,US,Boston,42.3656132,-71.0095602,,Federal St  1,1821,US,Billerica,42.5448265,-71.2817281
uktest,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368,,Viale Castagnola  31,6900,CH,Lugano,46.0065052,8.9696358
pincode,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,N State St  1118,60610,US,Chicago,41.9024157,-87.6289001
uktest,dGVzdF9jbGllbnQ=,,Station Strasbourg-Ville  Place de la Gare  Strasbourg  France,67000,FR,Strasbourg,48.5850571,7.7344955,,Place de L Hôpital  Strasbourg  France,67000,FR,Strasbourg,48.5773014,7.7492106
pincode,dGVzdF9jbGllbnQ=,,Place de L Hôpital  Strasbourg  France,67000,FR,Strasbourg,48.5773014,7.7492106,,Station Strasbourg-Ville  Place de la Gare  Strasbourg  France,67000,FR,Strasbourg,48.5850571,7.7344955
uktest,dGVzdF9jbGllbnQ=,,Railway Station Pagareltsy  P91  Paharel?tsy  Minsk  Belarus,,BY,Paharel?tsy,53.2043757,26.2963006,,20 Pobediteley Avenue  Minsk  By,,BY,Minsk,53.93109855,27.51029955
pincode,dGVzdF9jbGllbnQ=,TPA,Tampa Intl Airport,,US,Tampa,27.96667059,-82.5333285,,110 Coronado Drive,,US,Clearwater Beach (fl),27.97496927,-82.82837901
uktest,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,1118 N State Street,,US,Chicago (il),41.9024046,-87.62859498
pincode,dGVzdF9jbGllbnQ=,SAN,International Airport,,US,SAN Diego,32.73360988,-117.1830967,,Ninth Ave  509,92101,US,San Diego,32.710774,-117.156214
uktest,dGVzdF9jbGllbnQ=,EWR,Newark Liberty Intl Airport,,US,New York,40.68249866,-74.16944084,,500 Harbor Blvd  Weehawken Nj 07086  United States ,,US,Weehawken (nj),40.75890457,-74.02357532
pincode,dGVzdF9jbGllbnQ=,JFK,John F Kennedy Intl Airport,,US,New York,40.63861128,-73.76193809,,500 Harbor Blvd  Weehawken Nj 07086  United States ,,US,Weehawken (nj),40.75890457,-74.02357532
uktest,dGVzdF9jbGllbnQ=,ABV,Nnamdi Azikiwe Intl Airport,,NG,Abuja,9.006389892,7.264169998,,26 Alex Ekwueme Way  Off Jabi Lake,,NG,Abuja,9.070200081,7.414109726
pincode,dGVzdF9jbGllbnQ=,EWR,Newark Liberty Intl Airport,,US,New York,40.68249866,-74.16944084,,97 Wythe Avenue,,US,New York (ny),40.72079894,-73.95875682
uktest,dGVzdF9jbGllbnQ=,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398,,58 Mao Ming Nan Road  Shanghai 200020  China,,CN,Shanghai,31.22213341,121.4546697
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Avenue de Villiers  16,75017,FR,Paris,48.8820075,2.3141215
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,Quai du Point du Jour  40,92100,FR,Boulogne-Billancourt,48.831324,2.257444
pincode,dGVzdF9jbGllbnQ=,,Harbour City 3 Canton Road Tsim Sha Tsui Kowloon Hong Kong,,CN,Kowloon - Hongkong,22.29478076,114.1689001,,Salisbury Rd  18,,HK,,22.2933365,114.1739039
uktest,dGVzdF9jbGllbnQ=,DWC,Al Maktoum Intl Airport,,AE,Dubai,24.91806005,55.17527898,,Sheraton Mall of the Emirates Hotel  Dubai  Mall of The Emirates - Dub,,AE,Dubai,25.1192959,55.2031531
pincode,dGVzdF9jbGllbnQ=,,Carretera del Aeropuerto  s/n,46940,ES,Manises,39.4892327,-0.4780256,,Carrer de Luis García-Berlanga Martí  19-21,46023,ES,València,39.4559493,-0.3457836
uktest,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,46940,ES,Valencia,39.48332918,-0.466670007,,Carrer de Luis García-Berlanga Martí  19-21,46023,ES,València,39.4559493,-0.3457836
pincode,dGVzdF9jbGllbnQ=,EWR,Newark Liberty Intl Airport,,US,New York,40.68249866,-74.16944084,,Whippany Rd  2,7960,US,Morristown,40.7975185,-74.4586641
uktest,dGVzdF9jbGllbnQ=,,8270 N. Tamiami Trail,,US,Sarasota (fl),27.39329158,-82.56154401,MIA,Miami Intl Airport,,US,Miami,25.79999969,-80.28332758
pincode,dGVzdF9jbGllbnQ=,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439,,N Green St  200,60607,US,Chicago,41.8859755,-87.6487272
uktest,dGVzdF9jbGllbnQ=,,Berlin Tegel Airport (TXL)  Zufahrt zum Flughafen Tegel  Berlin  Germa,13405,DE,Berlin,52.5588327,13.2884374,,Budapester Str.  2,10787,DE,Berlin,52.507047,13.345634
pincode,dGVzdF9jbGllbnQ=,,Berlin Tegel Airport (TXL)  Zufahrt zum Flughafen Tegel  Berlin  Germa,13405,DE,Berlin,52.5588327,13.2884374,,Budapester Str.  2,10787,DE,Berlin,52.507047,13.345634
uktest,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Carrer de Luis García-Berlanga Martí  19-21,46023,ES,València,39.4559493,-0.3457836
pincode,dGVzdF9jbGllbnQ=,,Carrer de Luis García-Berlanga Martí  19-21,46023,ES,València,39.4559493,-0.3457836,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007
uktest,dGVzdF9jbGllbnQ=,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398,,Holiday Inn Express Shanghai Tangzhen  Pudong  China,200120,CN,,31.21254,121.65303
pincode,dGVzdF9jbGllbnQ=,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398,,Holiday Inn Express Shanghai Tangzhen  Pudong  China,200120,CN,,31.21254,121.65303
uktest,dGVzdF9jbGllbnQ=,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398,,No. 1088  Xiuyan Road pudong New Ar    Shanghai  201315,200120,CN,Shanghai,31.13684143,121.5765613
pincode,dGVzdF9jbGllbnQ=,CAN,Baiyun Intl Airport,,CN,Guangzhou,23.39249974,113.2988979,,Taishan Country Garden Phoenix Hotel  Taishan  Jiangmen  Guangdong  Ch,529200,CN,Jiangmen,22.225161,112.795232
uktest,dGVzdF9jbGllbnQ=,,Holiday Inn Express Shanghai Tangzhen  Pudong  China,200120,CN,,31.21254,121.65303,PVG,Pudong Intl Airport,529200,CN,Shanghai,31.14389018,121.791398
pincode,dGVzdF9jbGllbnQ=,,Holiday Inn Express Shanghai Tangzhen  Pudong  China,200120,CN,,31.21254,121.65303,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398
uktest,dGVzdF9jbGllbnQ=,ATH,Athens Int E Venizelos Airport,,GR,Athens,37.93639037,23.94444049,,Artemidos 2 & Helidonous  Kifisia  Gr,,GR,Athens,38.09049993,23.79069977
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,Quai du Point du Jour  40,92100,FR,Boulogne-Billancourt,48.831324,2.257444
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,Quai du Point du Jour  40,92100,FR,Boulogne-Billancourt,48.831324,2.257444
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,Quai du Point du Jour  40,92100,FR,Boulogne-Billancourt,48.831324,2.257444
uktest,dGVzdF9jbGllbnQ=,PMO,Punta Raisi Airport,,IT,Palermo,38.18193908,13.09943966,,Via Ciucca  1,,IT,Cinisi,38.15698157,13.0835202
pincode,dGVzdF9jbGllbnQ=,,Via Ciucca  1,,IT,Cinisi,38.15698157,13.0835202,PMO,Punta Raisi Airport,,IT,Palermo,38.18193908,13.09943966
uktest,dGVzdF9jbGllbnQ=,EWR,Newark Liberty Intl Airport,,US,New York,40.68249866,-74.16944084,,97 Wythe Avenue,,US,New York (ny),40.72079894,-73.95875682
pincode,dGVzdF9jbGllbnQ=,PMO,Punta Raisi Airport,,IT,Palermo,38.18193908,13.09943966,,Via Ciucca  1,,IT,Cinisi,38.15698157,13.0835202
uktest,dGVzdF9jbGllbnQ=,,Via Ciucca  1,,IT,Cinisi,38.15698157,13.0835202,PMO,Punta Raisi Airport,,IT,Palermo,38.18193908,13.09943966
pincode,dGVzdF9jbGllbnQ=,KUL,Kuala Lumpur Intl Airport,,MY,Kuala Lumpur,2.750000005,101.7000004,,2 Jalan Barat    Petaling Jaya 46200  Selangor Malaysia,,MY,Petaling Jaya,3.10259294,101.6409398
uktest,dGVzdF9jbGllbnQ=,,Holiday Inn Express Shanghai Tangzhen  Pudong  China,200120,CN,,31.21254,121.65303,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398
pincode,dGVzdF9jbGllbnQ=,,Vilvoordelaan  192,1930,BE,Zaventem,50.8934082,4.4718364,,Avenue Fonsny  47B,1060,BE,Brussel,50.8364488,4.3348978
uktest,dGVzdF9jbGllbnQ=,HAM,Hamburg Airport,,DE,Hamburg,53.63027995,9.988330331,,Alter Holzhafen  28,23966,DE,Wismar,53.8964145,11.4565408
pincode,dGVzdF9jbGllbnQ=,HAM,Hamburg Airport,,DE,Hamburg,53.63027995,9.988330331,,Alter Holzhafen  28,23966,DE,Wismar,53.8964145,11.4565408
uktest,dGVzdF9jbGllbnQ=,IBZ,Ibiza Airport,,ES,Ibiza,38.86666896,1.350000016,,C/ Playa D'En Bossa S/n,,ES,Ibiza,38.87879938,1.401799957
pincode,dGVzdF9jbGllbnQ=,BNE,Brisbane Airport,,AU,Brisbane,-27.38416986,153.1175006,,Outrigger Bay Apartments  Shirley Street  Byron Bay NSW  Australia,2481,AU,Byron Bay,-28.6412481,153.6097334
uktest,dGVzdF9jbGllbnQ=,BNE,Brisbane Airport,,AU,Brisbane,-27.38416986,153.1175006,,Outrigger Bay Apartments  Shirley Street  Byron Bay NSW  Australia,2481,AU,Byron Bay,-28.6412481,153.6097334
pincode,dGVzdF9jbGllbnQ=,BNE,Brisbane Airport,,AU,Brisbane,-27.38416986,153.1175006,,Outrigger Bay Apartments  Shirley Street  Byron Bay NSW  Australia,2481,AU,Byron Bay,-28.6412481,153.6097334
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,7 Rue Du Port Aux Vins  F-92150 Suresnes  France ,,FR,Suresnes,48.87020159,2.2297001
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,Rue du Port aux Vins  7,92150,FR,Suresnes,48.870285,2.2298519
uktest,dGVzdF9jbGllbnQ=,LGW,Gatwick Airport,,GB,London,51.1499992,-0.183330001,,Hotel Campanile  Southend Arterial Road  Basildon  UK,SS14 3AE,GB,Basildon,51.5843939,0.4433671
pincode,dGVzdF9jbGllbnQ=,,Korenlei 10 · Ghent  9000 Belgium,,BE,Ghent,51.05516544,3.720152178,,Wijnendalestraat  174,8800,BE,Roeselare,50.9733458,3.1265759
uktest,dGVzdF9jbGllbnQ=,,Korenlei 10 · Ghent  9000 Belgium,,BE,Ghent,51.05516544,3.720152178,,Wijnendalestraat  174,8800,BE,Roeselare,50.9733458,3.1265759
pincode,dGVzdF9jbGllbnQ=,,Korenlei 10 · Ghent  9000 Belgium,,BE,Ghent,51.05516544,3.720152178,,Wijnendalestraat  174,8800,BE,Roeselare,50.9733458,3.1265759
uktest,dGVzdF9jbGllbnQ=,IAD,Dulles Intl Airport,,US,Washington,38.94444091,-77.45582734,,Oxon Hill Rd  6363,20745,US,Oxon Hill,38.804038,-76.993185
pincode,dGVzdF9jbGllbnQ=,JFK,John F Kennedy Intl Airport,,US,New York,40.63861128,-73.76193809,,102-05 Ditmars Boulevard Queens Ny 11369,,US,La Guardia Airport (ny),40.76878102,-73.86725961
uktest,dGVzdF9jbGllbnQ=,AUH,International Airport,,AE,Abu Dhabi,24.43278024,54.65110978,,Sheikh Zayed Road  P.O. Box 30430  Dubai  Uae,,AE,Dubai,25.21314813,55.27550176
pincode,dGVzdF9jbGllbnQ=,,Ilkley,LS29,GB,Ilkley,53.92015839,-1.802497029,,Leeds,ME17,GB,Leeds,51.23231506,0.614081979
